proteinA	proteinB
id_2496	id_2512
id_2416	id_450
id_749	id_207
id_1455	id_735
id_1439	id_99
id_1018	id_2013
id_976	id_2306
id_992	id_134
id_1004	id_1281
id_1161	id_1764
id_994	id_97
id_1284	id_217
id_2197	id_966
id_892	id_1493
id_2174	id_1278
id_911	id_1611
id_847	id_1927
id_956	id_1506
id_1027	id_2352
id_43	id_1105
id_770	id_125
id_2059	id_86
id_1338	id_2351
id_782	id_2468
id_1371	id_2172
id_1002	id_811
id_2026	id_1754
id_597	id_1980
id_579	id_2251
id_1006	id_16
id_1003	id_1349
id_557	id_2470
id_553	id_430
id_981	id_2227
id_1023	id_1751
id_46	id_104
id_1803	id_1647
id_1827	id_1745
id_1279	id_1644
id_1025	id_1398
id_973	id_1998
id_1123	id_539
id_1026	id_2524
id_552	id_559
id_1352	id_1590
id_569	id_2446
id_807	id_683
id_588	id_1472
id_2023	id_1740
id_594	id_1225
id_891	id_1770
id_1446	id_2282
id_1343	id_498
id_1464	id_269
id_1630	id_2008
id_1979	id_1768
id_175	id_2248
id_663	id_8
id_2002	id_397
id_2003	id_147
id_959	id_1057
id_1014	id_2479
id_2239	id_319
id_2120	id_629
id_1688	id_1846
id_1051	id_648
id_965	id_1623
id_2303	id_2429
id_975	id_1539
id_950	id_983
id_2490	id_1989
id_962	id_1034
id_560	id_701
id_2136	id_2052
id_1030	id_91
id_813	id_654
id_730	id_2195
id_990	id_1632
id_930	id_1724
id_2079	id_1093
id_1001	id_2139
id_550	id_1495
id_2374	id_1550
id_1899	id_464
id_1221	id_1845
id_2375	id_21
id_1016	id_89
id_2243	id_998
id_1155	id_2463
id_1964	id_2269
id_2271	id_68
id_1990	id_237
id_2190	id_1543
id_902	id_130
id_116	id_844
id_485	id_2039
id_1141	id_55
id_761	id_2000
id_1403	id_2060
id_1031	id_1588
id_1017	id_890
id_1876	id_2412
id_590	id_111
id_995	id_686
id_2127	id_470
id_1452	id_2223
id_1007	id_2396
id_989	id_98
id_991	id_1174
id_556	id_434
id_1000	id_1342
id_1849	id_208
id_1271	id_2477
id_684	id_70
id_940	id_2406
id_1066	id_785
id_2123	id_1710
id_997	id_212
id_738	id_297
id_2486	id_713
id_980	id_2404
id_925	id_1596
id_1486	id_1961
id_999	id_769
id_979	id_98
id_565	id_2396
id_2496	id_2223
id_2416	id_470
id_749	id_686
id_1455	id_111
id_1439	id_2412
id_1018	id_890
id_976	id_1588
id_992	id_2060
id_1004	id_2000
id_1161	id_55
id_994	id_2039
id_1284	id_844
id_2197	id_130
id_892	id_1543
id_2174	id_237
id_911	id_68
id_847	id_2269
id_956	id_2463
id_1027	id_998
id_43	id_89
id_770	id_692
id_2059	id_21
id_1338	id_1845
id_782	id_464
id_1371	id_1550
id_1002	id_1495
id_2026	id_2139
id_597	id_1093
id_579	id_1724
id_1006	id_1632
id_1003	id_2195
id_557	id_654
id_553	id_91
id_981	id_2052
id_1023	id_701
id_46	id_1034
id_1803	id_1989
id_1827	id_983
id_1279	id_1539
id_1025	id_2429
id_973	id_1623
id_1123	id_648
id_1026	id_1846
id_552	id_629
id_1352	id_319
id_569	id_2479
id_807	id_1057
id_588	id_147
id_2023	id_515
id_594	id_397
id_891	id_8
id_1446	id_2248
id_1343	id_1768
id_1464	id_2008
id_1473	id_646
id_1630	id_269
id_1979	id_498
id_175	id_2282
id_663	id_1770
id_2002	id_1225
id_1923	id_1740
id_2003	id_1472
id_959	id_683
id_1014	id_2446
id_2239	id_1590
id_2120	id_559
id_1688	id_2524
id_1051	id_539
id_965	id_1998
id_2303	id_1398
id_975	id_1644
id_950	id_1745
id_2490	id_1647
id_962	id_104
id_560	id_1751
id_2136	id_2227
id_1030	id_430
id_730	id_1349
id_990	id_16
id_930	id_2251
id_2079	id_1980
id_1001	id_1754
id_550	id_811
id_2374	id_2172
id_1899	id_2468
id_1221	id_2351
id_2375	id_86
id_1969	id_125
id_1016	id_1105
id_2243	id_2352
id_1155	id_1506
id_1964	id_1927
id_2271	id_1611
id_1990	id_1278
id_2190	id_1493
id_902	id_966
id_116	id_217
id_485	id_97
id_1141	id_1764
id_761	id_1281
id_1403	id_134
id_1031	id_2306
id_1017	id_2013
id_1876	id_99
id_590	id_735
id_995	id_207
id_2127	id_450
id_1452	id_2512
id_1007	id_2410
id_989	id_1593
id_991	id_1451
id_556	id_2031
id_1000	id_653
id_1849	id_385
id_1271	id_1585
id_684	id_537
id_940	id_573
id_1066	id_534
id_993	id_536
id_997	id_26
id_2486	id_1503
id_980	id_2068
id_925	id_935
id_1486	id_915
id_999	id_535
id_979	id_1390
id_2416	id_365
id_1455	id_2166
id_1439	id_1146
id_1018	id_2506
id_1004	id_1487
id_1161	id_284
id_994	id_288
id_1284	id_927
id_2197	id_2323
id_2174	id_287
id_911	id_2050
id_847	id_1474
id_956	id_1106
id_1027	id_1321
id_43	id_1784
id_770	id_2185
id_2059	id_1437
id_1338	id_305
id_782	id_665
id_1371	id_2277
id_1002	id_1883
id_2026	id_1677
id_597	id_1176
id_579	id_2206
id_1006	id_477
id_1003	id_1131
id_557	id_2083
id_553	id_1608
id_981	id_2464
id_1023	id_2128
id_46	id_273
id_1803	id_827
id_1827	id_1711
id_1279	id_2194
id_1025	id_2344
id_973	id_804
id_1123	id_1851
id_1026	id_1671
id_552	id_1073
id_1352	id_531
id_569	id_1558
id_807	id_2308
id_588	id_351
id_2023	id_2133
id_594	id_1159
id_891	id_2057
id_1446	id_96
id_1343	id_1323
id_1464	id_697
id_1473	id_1664
id_1630	id_1107
id_1979	id_1668
id_175	id_587
id_663	id_1663
id_2002	id_1032
id_1923	id_114
id_2003	id_2020
id_959	id_12
id_1014	id_2423
id_2239	id_2315
id_2120	id_234
id_1688	id_2110
id_1051	id_1830
id_965	id_1666
id_2303	id_2143
id_975	id_1834
id_950	id_2081
id_2490	id_1530
id_962	id_379
id_560	id_1957
id_2136	id_2032
id_1030	id_2147
id_813	id_378
id_730	id_1040
id_990	id_2408
id_930	id_1500
id_2079	id_1987
id_1001	id_2180
id_550	id_1470
id_2374	id_611
id_1899	id_2100
id_1221	id_1485
id_2375	id_1981
id_1969	id_1431
id_1016	id_1469
id_1964	id_715
id_2271	id_19
id_1990	id_845
id_2190	id_877
id_902	id_1621
id_116	id_728
id_485	id_1460
id_1141	id_1517
id_761	id_1286
id_1403	id_694
id_1031	id_880
id_1017	id_484
id_1876	id_337
id_590	id_1889
id_995	id_446
id_2127	id_1210
id_1452	id_1170
id_1007	id_1826
id_989	id_2224
id_991	id_829
id_556	id_1960
id_1000	id_496
id_1849	id_1194
id_1271	id_2339
id_684	id_1288
id_940	id_2382
id_1066	id_107
id_993	id_886
id_2123	id_474
id_997	id_454
id_738	id_2011
id_2486	id_126
id_980	id_1591
id_925	id_1750
id_999	id_473
id_979	id_1045
id_565	id_2320
id_2496	id_3
id_2416	id_1732
id_749	id_1244
id_1455	id_195
id_1439	id_1842
id_1018	id_223
id_976	id_1266
id_992	id_1973
id_1004	id_1118
id_1161	id_495
id_994	id_439
id_1284	id_2018
id_2197	id_1247
id_892	id_1780
id_2174	id_296
id_911	id_631
id_847	id_1870
id_956	id_1405
id_1027	id_1691
id_43	id_1466
id_770	id_1861
id_2059	id_858
id_1338	id_2444
id_782	id_652
id_1371	id_2307
id_1002	id_318
id_2026	id_1514
id_597	id_1442
id_579	id_2400
id_1006	id_220
id_1003	id_279
id_557	id_2204
id_553	id_2095
id_981	id_2313
id_1023	id_1099
id_46	id_972
id_1803	id_390
id_1827	id_519
id_1279	id_793
id_973	id_931
id_1123	id_1930
id_1026	id_1652
id_552	id_1126
id_1352	id_1802
id_569	id_1379
id_807	id_1287
id_588	id_1816
id_2023	id_2355
id_594	id_449
id_891	id_1756
id_1446	id_627
id_1343	id_506
id_1464	id_1854
id_1473	id_2469
id_1630	id_1137
id_1979	id_783
id_175	id_1773
id_663	id_1450
id_2002	id_1348
id_1923	id_876
id_2003	id_1038
id_959	id_1317
id_1014	id_1868
id_2239	id_1502
id_2120	id_1067
id_1688	id_2262
id_1051	id_214
id_965	id_1135
id_2303	id_835
id_975	id_1704
id_950	id_2093
id_2490	id_861
id_962	id_1414
id_560	id_315
id_2136	id_1204
id_1030	id_1599
id_813	id_2087
id_730	id_1684
id_990	id_1996
id_930	id_196
id_2079	id_1938
id_1001	id_605
id_550	id_2493
id_2374	id_1813
id_1899	id_101
id_1221	id_36
id_2375	id_2119
id_1969	id_168
id_1016	id_2228
id_2243	id_2466
id_2271	id_2051
id_1990	id_2349
id_2190	id_471
id_902	id_1895
id_116	id_2260
id_485	id_2125
id_1141	id_2244
id_761	id_2242
id_1403	id_2006
id_1031	id_421
id_1017	id_282
id_1876	id_128
id_590	id_2064
id_995	id_1988
id_2127	id_1733
id_1452	id_1240
id_1007	id_2232
id_989	id_1762
id_991	id_1617
id_556	id_193
id_1000	id_2401
id_1849	id_1734
id_1271	id_1347
id_684	id_2014
id_940	id_929
id_1066	id_1824
id_993	id_185
id_2123	id_1498
id_997	id_120
id_738	id_2376
id_2486	id_2505
id_980	id_1113
id_925	id_229
id_1486	id_1071
id_999	id_1995
id_979	id_331
id_565	id_1587
id_2496	id_466
id_2416	id_153
id_749	id_1481
id_1455	id_1888
id_1439	id_1447
id_1018	id_2362
id_976	id_1304
id_992	id_344
id_1004	id_1275
id_1161	id_1700
id_994	id_410
id_1284	id_1929
id_2197	id_413
id_892	id_2419
id_2174	id_1974
id_911	id_714
id_847	id_2192
id_956	id_1299
id_1027	id_304
id_43	id_2356
id_770	id_1092
id_2059	id_2062
id_1338	id_522
id_782	id_1613
id_1371	id_294
id_1002	id_2379
id_2026	id_1307
id_597	id_475
id_579	id_2151
id_1006	id_2510
id_1003	id_341
id_557	id_311
id_553	id_2188
id_981	id_963
id_1023	id_1259
id_46	id_814
id_1803	id_1648
id_1827	id_1130
id_1279	id_630
id_1025	id_1921
id_973	id_402
id_1123	id_1771
id_1026	id_386
id_552	id_1444
id_1352	id_1094
id_569	id_2297
id_807	id_530
id_588	id_414
id_2023	id_882
id_594	id_1942
id_891	id_219
id_1446	id_1292
id_1343	id_2317
id_1464	id_641
id_1473	id_1682
id_1630	id_44
id_1979	id_1676
id_175	id_442
id_663	id_1189
id_2002	id_13
id_1923	id_226
id_2003	id_1831
id_959	id_1193
id_1014	id_2229
id_2239	id_1508
id_2120	id_102
id_1688	id_1640
id_1051	id_1183
id_965	id_934
id_2303	id_2187
id_975	id_1872
id_950	id_1356
id_2490	id_541
id_962	id_1080
id_560	id_2530
id_2136	id_1862
id_1030	id_445
id_813	id_834
id_730	id_2377
id_990	id_1546
id_930	id_912
id_2079	id_1670
id_1001	id_2163
id_550	id_139
id_2374	id_2485
id_1899	id_2370
id_1221	id_2314
id_2375	id_1950
id_1969	id_376
id_1016	id_2156
id_2243	id_1120
id_1155	id_1305
id_1964	id_2132
id_2271	id_264
id_1990	id_1937
id_2190	id_1869
id_902	id_1391
id_116	id_520
id_485	id_1765
id_1141	id_651
id_761	id_1297
id_1403	id_1116
id_1031	id_53
id_1017	id_27
id_1876	id_2327
id_590	id_1042
id_995	id_649
id_2127	id_2292
id_1452	id_345
id_1007	id_302
id_989	id_1898
id_991	id_2225
id_556	id_113
id_1000	id_2318
id_1849	id_2288
id_1271	id_1958
id_684	id_31
id_1066	id_660
id_2123	id_518
id_997	id_1904
id_738	id_377
id_2486	id_38
id_980	id_1086
id_925	id_1213
id_1486	id_516
id_999	id_333
id_979	id_2354
id_565	id_784
id_2496	id_2481
id_2416	id_1726
id_749	id_1499
id_1455	id_644
id_1439	id_2514
id_1018	id_510
id_976	id_2241
id_992	id_2451
id_1004	id_1638
id_1161	id_2208
id_994	id_1939
id_1284	id_363
id_2197	id_1039
id_892	id_332
id_911	id_1777
id_847	id_1005
id_956	id_1597
id_1027	id_84
id_43	id_918
id_770	id_917
id_2059	id_1532
id_1338	id_2066
id_782	id_1258
id_1371	id_155
id_1002	id_28
id_2026	id_252
id_597	id_750
id_579	id_2517
id_1006	id_676
id_1003	id_2407
id_557	id_1438
id_553	id_246
id_981	id_1254
id_1023	id_2388
id_46	id_1788
id_1803	id_836
id_1827	id_667
id_1279	id_154
id_1025	id_2070
id_973	id_482
id_1123	id_329
id_1026	id_143
id_552	id_285
id_1352	id_1747
id_569	id_1138
id_807	id_1978
id_588	id_977
id_2023	id_1087
id_594	id_1408
id_891	id_30
id_1446	id_905
id_1343	id_502
id_1464	id_2311
id_1473	id_422
id_1630	id_1346
id_1979	id_472
id_175	id_643
id_663	id_1702
id_2002	id_1351
id_1923	id_1173
id_2003	id_222
id_959	id_393
id_1014	id_1476
id_2239	id_1479
id_2120	id_2386
id_1688	id_1707
id_1051	id_424
id_965	id_1618
id_2303	id_352
id_975	id_1992
id_950	id_948
id_2490	id_1234
id_962	id_1917
id_560	id_2234
id_2136	id_1548
id_1030	id_768
id_730	id_204
id_990	id_2033
id_930	id_1140
id_1001	id_664
id_550	id_884
id_2374	id_2328
id_1899	id_584
id_1221	id_546
id_2375	id_1884
id_1969	id_2332
id_1016	id_1578
id_2243	id_123
id_1155	id_1339
id_1964	id_2483
id_2271	id_1261
id_1990	id_1812
id_2190	id_1357
id_902	id_1720
id_116	id_15
id_485	id_1931
id_1141	id_1911
id_1403	id_468
id_1031	id_338
id_1017	id_2529
id_1876	id_2074
id_590	id_2348
id_995	id_1610
id_2127	id_1693
id_1452	id_280
id_1007	id_2289
id_989	id_1269
id_991	id_636
id_556	id_1863
id_1000	id_740
id_1849	id_2440
id_1271	id_843
id_684	id_2395
id_940	id_163
id_1066	id_1509
id_993	id_637
id_2123	id_919
id_997	id_585
id_738	id_181
id_2486	id_547
id_980	id_1572
id_925	id_2304
id_1486	id_1892
id_999	id_2091
id_565	id_2460
id_2416	id_1
id_1455	id_817
id_1439	id_2450
id_1018	id_2449
id_976	id_1810
id_992	id_1536
id_1004	id_1571
id_1161	id_2034
id_994	id_194
id_1284	id_2473
id_2197	id_2343
id_892	id_230
id_2174	id_1738
id_911	id_1933
id_956	id_2443
id_43	id_1943
id_770	id_1562
id_2059	id_203
id_1338	id_1551
id_2026	id_48
id_579	id_1801
id_46	id_2184
id_1803	id_420
id_1279	id_874
id_1025	id_75
id_973	id_1815
id_1026	id_2126
id_552	id_1902
id_569	id_2289
id_594	id_2348
id_891	id_2074
id_1446	id_2529
id_1343	id_338
id_1464	id_468
id_1473	id_1792
id_1630	id_1911
id_1979	id_1931
id_663	id_1720
id_2002	id_1357
id_1923	id_1812
id_2003	id_1261
id_959	id_2483
id_1014	id_1339
id_2239	id_123
id_2120	id_1578
id_1688	id_2332
id_1051	id_1884
id_965	id_546
id_2303	id_584
id_975	id_2328
id_950	id_884
id_2490	id_664
id_2136	id_2033
id_1030	id_204
id_730	id_768
id_990	id_1548
id_930	id_2234
id_2079	id_1917
id_1001	id_1234
id_550	id_948
id_2374	id_1992
id_1899	id_352
id_1969	id_1707
id_2243	id_1479
id_1155	id_1476
id_1964	id_393
id_1990	id_1173
id_902	id_1702
id_116	id_643
id_485	id_472
id_761	id_422
id_1403	id_2311
id_1031	id_502
id_1017	id_905
id_1876	id_30
id_590	id_1408
id_995	id_1087
id_2127	id_977
id_989	id_1747
id_991	id_1143
id_556	id_22
id_1849	id_118
id_1271	id_1573
id_684	id_1843
id_940	id_469
id_1066	id_1866
id_993	id_1312
id_2123	id_2435
id_997	id_521
id_738	id_425
id_2486	id_77
id_980	id_2097
id_925	id_364
id_1486	id_982
id_999	id_831
id_979	id_1708
id_565	id_850
id_2496	id_112
id_749	id_1064
id_1455	id_1461
id_1439	id_423
id_2197	id_216
id_892	id_638
id_911	id_1649
id_847	id_2099
id_956	id_619
id_1027	id_1959
id_43	id_1835
id_770	id_242
id_2059	id_186
id_782	id_1695
id_1371	id_1769
id_1002	id_2073
id_2026	id_1233
id_597	id_1540
id_579	id_1914
id_1006	id_1873
id_1003	id_961
id_557	id_2281
id_553	id_507
id_1023	id_1477
id_1803	id_459
id_1827	id_1359
id_1279	id_149
id_1025	id_1400
id_973	id_2266
id_1123	id_1631
id_1026	id_2482
id_552	id_1465
id_1352	id_476
id_569	id_2312
id_594	id_1415
id_891	id_24
id_1446	id_387
id_1630	id_2167
id_2002	id_563
id_1923	id_2077
id_1014	id_2461
id_2120	id_2371
id_1688	id_706
id_1051	id_1646
id_965	id_1069
id_2303	id_1896
id_975	id_115
id_950	id_303
id_2490	id_1643
id_962	id_2016
id_560	id_1416
id_2136	id_1149
id_1030	id_1829
id_813	id_1056
id_990	id_188
id_2079	id_2129
id_1001	id_357
id_550	id_687
id_2374	id_1010
id_1899	id_2210
id_1221	id_2201
id_2375	id_1082
id_1016	id_903
id_2243	id_65
id_1155	id_2456
id_1964	id_298
id_2271	id_1859
id_1990	id_2249
id_2190	id_41
id_902	id_1814
id_485	id_356
id_1141	id_1467
id_761	id_513
id_590	id_2122
id_995	id_2383
id_1007	id_2084
id_989	id_394
id_991	id_1948
id_556	id_380
id_1000	id_1634
id_1849	id_854
id_1271	id_289
id_684	id_348
id_940	id_59
id_1066	id_1579
id_993	id_1944
id_2123	id_2337
id_997	id_1656
id_738	id_1522
id_2486	id_702
id_979	id_1318
id_565	id_1060
id_2496	id_1148
id_2416	id_83
id_749	id_1129
id_1455	id_2489
id_1439	id_200
id_1018	id_2189
id_976	id_2045
id_1004	id_1595
id_1161	id_322
id_1284	id_152
id_2174	id_488
id_911	id_456
id_847	id_734
id_956	id_1729
id_1027	id_105
id_43	id_141
id_770	id_720
id_2059	id_2067
id_782	id_17
id_1371	id_1267
id_1002	id_211
id_2026	id_32
id_597	id_1954
id_579	id_744
id_1006	id_2080
id_1003	id_2213
id_557	id_172
id_553	id_1706
id_981	id_1081
id_1023	id_1355
id_46	id_1612
id_1827	id_2475
id_1279	id_2028
id_1025	id_1840
id_973	id_2010
id_1123	id_67
id_1026	id_241
id_552	id_969
id_1352	id_106
id_569	id_1535
id_807	id_394
id_588	id_2084
id_2023	id_1423
id_594	id_2090
id_891	id_2383
id_1446	id_2122
id_1343	id_1592
id_1464	id_2438
id_1473	id_1661
id_1630	id_978
id_1979	id_513
id_175	id_1467
id_663	id_356
id_2002	id_1180
id_1923	id_1814
id_2003	id_41
id_959	id_2249
id_1014	id_1859
id_2239	id_298
id_2120	id_2456
id_1688	id_65
id_1051	id_903
id_965	id_157
id_2303	id_1082
id_975	id_2201
id_950	id_2210
id_2490	id_1010
id_962	id_687
id_560	id_357
id_2136	id_2129
id_1030	id_150
id_813	id_188
id_730	id_2368
id_990	id_1056
id_930	id_1829
id_2079	id_1149
id_1001	id_1416
id_550	id_2016
id_2374	id_1643
id_1899	id_303
id_1221	id_115
id_2375	id_1896
id_1969	id_1069
id_1016	id_1646
id_2243	id_706
id_1155	id_2371
id_1964	id_1175
id_2271	id_2461
id_1990	id_2290
id_2190	id_1580
id_902	id_2077
id_116	id_563
id_485	id_2441
id_761	id_1456
id_1403	id_2167
id_1031	id_2082
id_1017	id_1153
id_1876	id_1761
id_590	id_387
id_995	id_24
id_2127	id_1415
id_1452	id_1419
id_1007	id_851
id_989	id_1420
